employee_id,age,gender,education,department,job_level,experience_years,salary,training_hours,projects_completed,monthly_working_hours,overtime_hours,leaves_taken,manager_rating,peer_review_score,attendance_rate,years_at_company,promotion_last_5_years,attrition_risk,performance_score,performance_category,salary_per_exp,projects_per_year,training_efficiency,overtime_ratio,engagement_score,is_senior
EMP0903,30,Female,PhD,Finance,Mid,3,66441.0,63,6,146,31,1,5,3.4,85.2,1,0,Medium,65.2,Medium,16610.25,3.0,9.0,0.2109,0.6318,0
EMP0904,55,Male,Bachelor's,Operations,Lead,18,117117.0,10,2,194,20,17,1,3.0,88.1,17,0,High,32.05,Low,6164.05,0.11,3.33,0.1026,0.4724,1
EMP0905,39,Male,Master's,Sales,Lead,10,124564.0,45,13,148,11,1,1,6.3,85.3,8,0,Medium,53.11,Medium,11324.0,1.44,3.21,0.0738,0.6652,1
EMP0906,48,Male,Bachelor's,Finance,Lead,17,114659.0,74,14,168,38,5,3,9.801,89.3,16,0,Medium,74.41,High,6369.94,0.82,4.93,0.2249,0.8732,1
EMP0907,37,Male,Bachelor's,Sales,Mid,13,68695.0,77,10,157,22,4,4,9.2,100.0,9,1,Low,75.06,High,4906.79,1.0,7.0,0.1392,0.907,0
EMP0908,28,Male,Bachelor's,Operations,Junior,4,31163.0,31,14,140,15,19,3,5.0,100.0,1,0,Medium,55.89,Medium,6232.6,7.0,2.07,0.1064,0.643,0
EMP0909,36,Male,PhD,Operations,Mid,13,78526.0,84,15,186,0,3,4,6.7,96.0,13,1,Low,84.67,High,5609.0,1.07,5.25,0.0,0.837,0
EMP0910,25,Female,PhD,Finance,Junior,3,55380.0,97,10,159,22,16,4,4.3,98.7,0,0,Medium,66.12,Medium,13845.0,10.0,8.82,0.1375,0.8148,0
EMP0911,51,Male,Bachelor's,Support,Senior,17,86305.0,55,1,181,24,4,2,4.5,100.0,14,0,High,46.41,Low,4794.72,0.07,27.5,0.1319,0.7,1
EMP0912,28,Female,Bachelor's,HR,Junior,2,34630.0,44,17,201,37,13,5,4.7,92.0,1,1,Medium,68.92,Medium,11543.33,8.5,2.44,0.1832,0.641,0
EMP0913,36,Male,Diploma,Engineering,Mid,12,79518.0,57,9,154,9,1,3,6.2,100.0,10,0,Medium,66.61,Medium,6116.77,0.82,5.7,0.0581,0.757,0
EMP0914,59,Female,Master's,Finance,Junior,18,45024.0,12,13,196,6,7,4,6.2,96.3,18,0,Medium,69.44,Medium,2369.68,0.68,0.86,0.0305,0.6072,0
EMP0915,44,Male,Bachelor's,Operations,Junior,10,51533.0,57,18,163,39,12,2,6.9,91.2,10,0,Medium,61.52,Medium,4684.82,1.64,3.0,0.2378,0.7428,0
EMP0916,39,Female,Bachelor's,Engineering,Junior,12,59171.0,12,7,166,22,14,4,7.5,92.8,10,1,Medium,62.12,Medium,4551.62,0.64,1.5,0.1317,0.6322,0
EMP0917,42,Male,Master's,Engineering,Senior,13,96225.0,13,12,186,1,17,5,6.0,75.4,10,0,Medium,66.64,Medium,6873.21,1.09,1.0,0.0053,0.5206,1
EMP0918,51,Male,Master's,Sales,Senior,11,97602.0,59,1,190,4,16,2,6.6,92.3,10,0,Medium,56.53,Medium,8133.5,0.09,29.5,0.0209,0.7442,1
EMP0919,31,Male,Master's,Operations,Junior,3,52687.0,55,17,192,19,10,2,4.9,77.7,2,0,Medium,53.19,Medium,13171.75,5.67,3.06,0.0984,0.6228,0
EMP0920,46,Female,Diploma,HR,Lead,16,134787.0,98,2,155,24,6,3,4.5,77.0,12,1,Medium,60.44,Medium,7928.65,0.15,32.67,0.1538,0.737,1
EMP0921,55,Male,Bachelor's,Support,Lead,18,121104.0,55,11,186,9,5,1,4.3,91.5,14,1,High,47.37,Low,6373.89,0.73,4.58,0.0481,0.66,1
EMP0922,43,Female,Bachelor's,Support,Mid,11,63940.0,98,7,161,14,19,5,7.5,81.1,9,1,Low,77.58,High,5328.33,0.7,12.25,0.0864,0.8434,0
EMP0923,38,Female,Bachelor's,HR,Senior,9,83440.0,82,1,162,29,12,4,6.0,89.9,9,1,Medium,57.33,Medium,8344.0,0.1,41.0,0.1779,0.7856,1
EMP0924,27,Male,Bachelor's,Finance,Mid,2,65215.0,40,9,215,38,18,4,3.7,91.1,0,0,Medium,52.12,Medium,21738.33,9.0,4.0,0.1759,0.5954,0
EMP0925,31,Male,Bachelor's,Marketing,Junior,6,31225.0,93,18,148,19,8,5,6.4,91.5,3,1,Low,84.27,High,4460.71,4.5,4.89,0.1275,0.837,0
EMP0926,57,Male,Bachelor's,Engineering,Mid,19,75779.0,53,4,173,16,9,5,4.6,82.8,15,0,Medium,61.98,Medium,3788.95,0.25,10.6,0.092,0.6282,0
EMP0927,42,Male,Bachelor's,Marketing,Junior,9,46621.0,63,6,175,14,16,5,9.0,97.2,5,1,Low,81.46,High,4662.1,1.0,9.0,0.0795,0.8478,0
EMP0928,33,Male,Master's,Finance,Lead,4,100775.0,19,4,159,5,14,3,5.6,89.3,1,1,Medium,54.88,Medium,20155.0,2.0,3.8,0.0312,0.5822,1
EMP0929,37,Male,Bachelor's,Sales,Manager,7,140638.0,29,3,202,2,4,3,7.5,93.5,7,1,Medium,58.74,Medium,17579.75,0.38,7.25,0.0099,0.686,1
EMP0930,43,Female,Bachelor's,Sales,Lead,10,132516.0,56,5,178,33,10,3,8.1,80.4,9,0,Medium,56.76,Medium,12046.91,0.5,9.33,0.1844,0.7326,1
EMP0931,42,Male,Master's,Engineering,Mid,13,69627.0,34,11,197,1,4,3,5.1,88.6,10,0,Medium,65.25,Medium,4973.36,1.0,2.83,0.0051,0.6094,0
EMP0932,48,Male,Master's,Operations,Mid,21,76716.0,63,15,170,32,15,3,6.6,98.8,18,0,Medium,68.45,Medium,3487.09,0.79,3.94,0.1871,0.7822,0
EMP0933,31,Female,Master's,Support,Manager,7,146522.0,17,14,211,9,0,2,7.3,97.8,5,0,Medium,56.65,Medium,18315.25,2.33,1.13,0.0425,0.6612,1
EMP0934,46,Female,PhD,Operations,Junior,14,53716.0,32,15,198,27,16,3,6.7,83.6,12,0,Medium,58.2,Medium,3581.07,1.15,2.0,0.1357,0.6314,0
EMP0935,38,Male,Master's,Marketing,Junior,11,59714.0,69,14,166,38,18,4,7.0,85.6,8,0,Medium,69.61,Medium,4976.17,1.56,4.6,0.2275,0.7594,0
EMP0936,57,Male,Bachelor's,Finance,Mid,24,85117.0,65,8,216,29,0,3,4.5,82.1,22,0,Medium,55.88,Medium,3404.68,0.35,7.22,0.1336,0.6584,0
EMP0937,28,Male,Bachelor's,Support,Mid,5,59012.0,98,18,209,29,12,3,7.3,84.7,5,0,Medium,70.1,Medium,9835.33,3.0,5.16,0.1381,0.8518,0
EMP0938,27,Female,Master's,Finance,Mid,4,45530.0,90,4,187,10,1,3,5.8,78.8,0,0,Medium,64.67,Medium,9106.0,4.0,18.0,0.0532,0.7592,0
EMP0939,39,Female,Bachelor's,Marketing,Junior,10,34042.0,82,14,141,23,7,4,7.0,88.9,9,1,Medium,71.71,Medium,3094.73,1.4,5.47,0.162,0.8116,0
EMP0940,41,Male,Bachelor's,Marketing,Mid,9,51114.0,10,3,187,25,6,4,7.9,95.1,8,0,Medium,61.48,Medium,5111.4,0.33,2.5,0.133,0.6474,0
EMP0941,48,Male,Bachelor's,Operations,Junior,11,51234.0,64,15,195,17,10,4,7.5,83.7,11,1,Low,75.74,High,4269.5,1.25,4.0,0.0867,0.7518,0
EMP0942,37,Male,Bachelor's,HR,Junior,9,34902.0,30,2,169,1,18,3,7.0,89.3,7,0,Medium,54.75,Medium,3490.2,0.25,10.0,0.0059,0.6572,0
EMP0943,56,Female,Bachelor's,Operations,Junior,28,78644.0,34,5,151,36,9,1,7.5,88.2,24,1,High,41.49,Low,2711.86,0.2,5.67,0.2368,0.6798,0
EMP0944,40,Male,Bachelor's,Support,Mid,16,74441.0,28,8,185,7,7,3,7.5,98.4,16,0,Medium,61.57,Medium,4378.88,0.47,3.11,0.0376,0.7026,0
EMP0945,26,Male,PhD,Engineering,Lead,2,100446.0,51,14,204,38,1,3,8.7,85.1,1,1,Medium,64.29,Medium,33482.0,7.0,3.4,0.1854,0.7544,1
EMP0946,26,Male,Diploma,Operations,Mid,2,50649.0,21,1,165,37,17,3,6.4,85.4,2,0,High,44.65,Low,16883.0,0.33,10.5,0.2229,0.5966,0
EMP0947,58,Male,Bachelor's,Marketing,Senior,21,110178.0,57,5,176,0,6,5,6.7,83.2,21,0,Medium,69.74,Medium,5008.09,0.23,9.5,0.0,0.7048,1
EMP0948,27,Female,Diploma,HR,Senior,1,74764.0,24,7,140,29,9,3,7.9,80.9,0,0,Medium,50.35,Medium,37382.0,7.0,3.0,0.2057,0.6326,1
EMP0949,58,Male,Bachelor's,Sales,Mid,24,75916.0,55,14,196,25,1,3,5.8,94.2,23,1,Medium,64.88,Medium,3036.64,0.58,3.67,0.1269,0.7158,0
EMP0950,32,Male,Diploma,Marketing,Lead,3,113106.0,66,19,209,9,5,4,4.5,88.9,0,0,Low,75.09,High,28276.5,19.0,3.3,0.0429,0.6886,1
EMP0951,25,Female,Diploma,Marketing,Senior,1,84036.0,26,12,202,32,11,4,7.2,90.4,0,1,Medium,63.18,Medium,42018.0,12.0,2.0,0.1576,0.6556,1
EMP0952,33,Female,Bachelor's,Engineering,Mid,11,66320.0,19,10,174,4,18,1,6.2,100.0,8,1,Medium,52.56,Medium,5526.67,1.11,1.73,0.0229,0.643,0
EMP0953,45,Male,Master's,Operations,Junior,17,60531.0,82,7,143,9,6,3,4.7,100.0,17,0,Medium,62.84,Medium,3362.83,0.39,10.25,0.0625,0.787,0
EMP0954,38,Male,Diploma,Sales,Junior,11,48271.0,76,16,179,37,11,5,7.3,76.8,10,0,Low,75.82,High,4022.58,1.45,4.47,0.2056,0.7542,0
EMP0955,51,Female,Diploma,Marketing,Manager,18,154664.0,33,3,215,29,17,2,8.6,95.2,16,0,Medium,59.05,Medium,8140.21,0.18,8.25,0.1343,0.7378,1
EMP0956,45,Male,Diploma,Sales,Senior,13,89065.0,89,3,146,4,7,4,4.1,91.8,13,0,Medium,70.09,Medium,6361.79,0.21,22.25,0.0272,0.7572,1
EMP0957,37,Female,Master's,Sales,Manager,8,156163.0,29,4,157,5,5,4,8.0,86.3,6,0,Medium,64.18,Medium,17351.44,0.57,5.8,0.0316,0.6722,1
EMP0958,46,Female,Bachelor's,Marketing,Lead,15,113363.0,93,6,206,10,0,3,3.0,92.6,13,1,Medium,58.67,Medium,7085.19,0.43,13.29,0.0483,0.7394,1
EMP0959,58,Female,PhD,Support,Junior,15,65448.0,20,9,185,2,18,4,5.9,76.2,13,1,Medium,53.9,Medium,4090.5,0.64,2.0,0.0108,0.5418,0
EMP0960,37,Male,Master's,Support,Senior,13,94089.0,69,18,153,7,2,3,9.3,100.0,11,0,Low,83.91,High,6720.64,1.5,3.63,0.0455,0.886,1
EMP0961,27,Female,Master's,Marketing,Mid,1,62656.0,11,13,141,22,4,3,6.0,94.1,0,0,Medium,59.37,Medium,31328.0,13.0,0.79,0.1549,0.5894,0
EMP0962,37,Female,Bachelor's,HR,Senior,9,96673.0,27,8,172,0,2,3,6.6,83.1,6,1,Medium,59.08,Medium,9667.3,1.14,3.0,0.0,0.6114,1
EMP0963,53,Male,Master's,Support,Junior,17,64574.0,46,5,187,11,14,5,7.6,85.3,17,1,Medium,66.6,Medium,3587.44,0.28,7.67,0.0585,0.7072,0
EMP0964,30,Female,Bachelor's,Sales,Junior,6,35475.0,17,13,207,12,7,3,3.9,76.4,3,1,Medium,50.09,Medium,5067.86,3.25,1.21,0.0577,0.4736,0
EMP0965,58,Female,Master's,Support,Senior,17,109005.0,51,5,210,38,14,2,6.6,87.5,13,0,High,49.56,Low,6055.83,0.36,8.5,0.1801,0.701,1
EMP0966,44,Female,Bachelor's,Engineering,Senior,10,106771.0,30,19,176,38,12,5,6.6,86.1,6,0,Medium,70.1,Medium,9706.45,2.71,1.5,0.2147,0.6324,1
EMP0967,44,Male,Master's,Sales,Senior,12,92330.0,18,10,173,33,0,3,9.3,79.4,11,1,Medium,59.53,Medium,7102.31,0.83,1.64,0.1897,0.6506,1
EMP0968,34,Male,PhD,Marketing,Mid,8,64877.0,96,11,214,13,6,5,4.6,96.2,5,1,Low,78.29,High,7208.56,1.83,8.0,0.0605,0.8108,0
EMP0969,56,Female,Bachelor's,Engineering,Mid,30,86812.0,98,18,202,21,0,4,5.9,100.0,26,0,Low,82.65,High,2800.39,0.67,5.16,0.1034,0.871,0
EMP0970,23,Male,Master's,Operations,Manager,2,129628.0,96,6,156,20,1,4,5.1,89.8,1,0,Medium,68.68,Medium,43209.33,3.0,13.71,0.1274,0.8002,1
EMP0971,33,Female,Bachelor's,Operations,Mid,8,78291.0,23,9,194,34,9,4,4.9,87.6,4,0,Medium,57.13,Medium,8699.0,1.8,2.3,0.1744,0.5664,0
EMP0972,37,Female,Diploma,Marketing,Mid,9,57766.0,44,11,197,29,5,4,8.2,93.5,6,0,Medium,61.76,Medium,5776.6,1.57,3.67,0.1465,0.752,0
EMP0973,40,Female,Master's,Operations,Mid,13,63063.0,39,6,158,36,1,2,6.5,89.8,10,1,High,44.12,Low,4504.5,0.55,5.57,0.2264,0.6712,0
EMP0974,40,Male,Bachelor's,Operations,Mid,9,78687.0,39,2,218,22,8,5,5.7,81.3,6,0,Medium,59.35,Medium,7868.7,0.29,13.0,0.1005,0.6132,0
EMP0975,27,Female,Bachelor's,Operations,Mid,3,63596.0,47,6,163,36,9,5,5.7,84.8,0,0,Medium,64.91,Medium,15899.0,6.0,6.71,0.2195,0.6512,0
EMP0976,30,Male,Bachelor's,Operations,Mid,6,79162.0,55,3,183,29,19,5,5.7,87.6,2,1,Medium,68.43,Medium,11308.86,1.0,13.75,0.1576,0.6864,0
EMP0977,25,Female,Bachelor's,Finance,Lead,1,97596.0,53,13,179,29,13,4,5.8,92.0,0,0,Medium,65.36,Medium,48798.0,13.0,3.79,0.1611,0.701,1
EMP0978,43,Male,Diploma,Engineering,Lead,10,113010.0,36,1,195,26,7,4,4.6,90.1,8,0,Medium,50.53,Medium,10273.64,0.11,18.0,0.1327,0.6064,1
EMP0979,35,Male,Master's,Support,Manager,10,136714.0,98,7,212,13,9,4,6.1,91.7,8,0,Medium,66.79,Medium,12428.55,0.78,12.25,0.061,0.8438,1
EMP0980,43,Female,Bachelor's,Finance,Mid,19,78946.0,98,17,171,24,1,1,6.0,77.8,16,0,Medium,62.71,Medium,3947.3,1.0,5.44,0.1395,0.7852,0
EMP0981,44,Female,PhD,Support,Mid,13,56407.0,39,11,170,14,7,4,5.4,95.3,9,1,Medium,64.04,Medium,4029.07,1.1,3.25,0.0819,0.6602,0
EMP0982,48,Female,Bachelor's,Support,Senior,18,107079.0,29,13,200,25,11,4,6.7,90.0,17,1,Medium,73.63,Medium,5635.74,0.72,2.07,0.1244,0.648,1
EMP0983,42,Male,PhD,Sales,Lead,15,120587.0,57,13,216,10,0,4,6.9,100.0,14,1,Medium,72.38,Medium,7536.69,0.87,4.07,0.0461,0.778,1
EMP0984,46,Female,Bachelor's,Marketing,Mid,13,70139.0,43,6,212,31,18,3,5.7,86.9,10,0,Medium,58.95,Medium,5009.93,0.55,6.14,0.1455,0.6476,0
EMP0985,44,Female,Master's,Sales,Senior,19,99677.0,98,13,200,22,10,4,6.3,92.6,15,1,Low,77.69,High,4983.85,0.81,7.0,0.1095,0.8534,1
EMP0986,46,Female,Diploma,Engineering,Senior,12,87241.0,48,5,196,28,15,4,9.7,100.0,8,0,Medium,65.27,Medium,6710.85,0.56,8.0,0.1421,0.835,1
EMP0987,45,Female,Bachelor's,Support,Senior,17,106221.0,13,13,201,8,5,4,9.7,91.6,17,1,Medium,73.54,Medium,5901.17,0.72,0.93,0.0396,0.6964,1
EMP0988,34,Male,Master's,Support,Senior,5,76631.0,21,13,214,31,16,5,4.9,89.5,1,0,Medium,65.69,Medium,12771.83,6.5,1.5,0.1442,0.568,1
EMP0989,31,Male,Diploma,Support,Junior,6,46295.0,16,17,140,32,7,4,5.1,82.1,3,0,Medium,58.99,Medium,6613.57,4.25,0.89,0.227,0.5294,0
EMP0990,51,Female,Bachelor's,Support,Mid,20,95595.0,44,18,187,5,18,1,4.9,100.0,20,0,Medium,61.16,Medium,4552.14,0.86,2.32,0.0266,0.679,0
EMP0991,35,Female,Bachelor's,Finance,Mid,7,75284.0,38,1,142,14,10,1,8.1,80.7,7,1,High,48.7,Low,9410.5,0.12,19.0,0.0979,0.6798,0
EMP0992,42,Male,Master's,HR,Junior,16,42158.0,87,6,186,27,12,4,5.9,93.4,15,1,Medium,68.4,Medium,2479.88,0.38,12.43,0.1444,0.8116,0
EMP0993,29,Male,Bachelor's,Support,Lead,5,101706.0,90,11,171,34,4,4,6.9,86.2,1,0,Medium,69.93,Medium,16951.0,5.5,7.5,0.1977,0.8218,1
EMP0994,38,Female,Bachelor's,HR,Senior,6,90571.0,22,7,164,29,19,5,9.5,88.5,3,0,Medium,65.05,Medium,12938.71,1.75,2.75,0.1758,0.705,1
EMP0995,42,Female,Bachelor's,Finance,Junior,12,48837.0,95,12,211,18,3,3,6.5,78.6,10,1,Medium,68.31,Medium,3756.69,1.09,7.31,0.0849,0.7944,0
EMP0996,45,Male,Master's,Sales,Lead,11,102004.0,62,17,196,11,0,1,7.6,100.0,8,0,Medium,65.03,Medium,8500.33,1.89,3.44,0.0558,0.814,1
EMP0997,42,Female,Bachelor's,Operations,Senior,11,96282.0,37,5,185,36,8,3,7.3,87.8,9,0,High,47.44,Low,8023.5,0.5,6.17,0.1935,0.6812,1
EMP0998,35,Female,Bachelor's,Operations,Senior,7,88319.0,46,17,210,34,16,4,5.6,80.3,3,1,Medium,64.9,Medium,11039.88,4.25,2.56,0.1611,0.6272,1
EMP0999,58,Male,PhD,Finance,Mid,30,106314.0,49,17,147,35,18,5,8.1,100.0,28,0,Low,77.26,High,3429.48,0.59,2.72,0.2365,0.79,0
EMP1000,41,Male,Master's,HR,Lead,15,115974.0,25,18,191,12,17,5,5.2,86.0,14,1,Medium,68.66,Medium,7248.38,1.2,1.32,0.0625,0.575,1
